model,algo,config,bpp,attempt,ppl_wikitext,ppl_c4,load_mem_allot,model_storage_size,quant_duration,param_count
Meta-Llama-3-8B,mxq,5_16,5.16,mxq2,6.0507,9.3749,7.11,6.15,21.58627796173096,8000000000
Llama-2-13b-hf,mxq,6_72,6.72,mxq2,4.6594,6.4813,11.66,10.54,46.765066146850586,13000000000
Llama-2-13b-hf,mxq,6_04,6.04,mxq2,4.667,6.4902,10.69,9.53,48.153079986572266,13000000000
Llama-2-13b-hf,mxq,5_96,5.96,mxq2,4.6678,6.4916,10.57,9.41,48.17770957946777,13000000000
Llama-2-7b-hf,mxq,7_70,7.7,mxq2,5.2351,6.9918,7.01,6.29,17.992141246795654,7000000000
Llama-2-7b-hf,mxq,6_78,6.78,mxq2,5.2478,7.0112,6.31,5.6,18.597021102905277,7000000000
Meta-Llama-3-8B,mxq,7_76,7.76,mxq2,6.0055,9.2872,9.19,8.26,27.69206953048706,8000000000
Llama-2-13b-hf,mxq,5_86,5.86,mxq2,4.6691,6.4944,10.42,9.27,48.98742747306824,13000000000
Meta-Llama-3-8B,mxq,6_92,6.92,mxq2,6.0161,9.2986,8.51,7.58,22.2465500831604,8000000000
Meta-Llama-3-8B,mxq,5_12,5.12,mxq2,6.0512,9.3761,7.09,6.13,21.561537265777588,8000000000
Meta-Llama-3-8B,mxq,5_10,5.1,mxq2,6.0511,9.3766,7.06,6.1,21.59110140800476,8000000000
Llama-2-7b-hf,mxq,7_63,7.63,mxq2,5.2363,6.9925,6.96,6.24,17.663169622421265,7000000000
Llama-2-7b-hf,mxq,6_77,6.77,mxq2,5.2474,7.0115,6.31,5.59,18.561485052108765,7000000000
Meta-Llama-3-8B,mxq,7_62,7.62,mxq2,6.0003,9.2852,9.08,8.15,22.798346996307373,8000000000
Meta-Llama-3-8B,mxq,7_70,7.7,mxq2,6.0045,9.2858,9.19,8.26,71.6642336845398,8000000000
Meta-Llama-3-8B,mxq,6_02,6.02,mxq2,6.0234,9.327,7.81,6.85,22.565041303634644,8000000000
Llama-2-13b-hf,mxq,6_83,6.83,mxq2,4.6573,6.4802,11.85,10.73,46.35602283477783,13000000000
Llama-2-13b-hf,mxq,6_89,6.89,mxq2,4.6568,6.4789,11.91,10.79,48.30457520484924,13000000000
Meta-Llama-3-8B,mxq,7_56,7.56,mxq2,6.002,9.2872,9.03,8.1,22.120295524597168,8000000000
Meta-Llama-3-8B,mxq,6_78,6.78,mxq2,6.0256,9.318,8.4,7.47,22.91683387756348,8000000000
Meta-Llama-3-8B,mxq,7_60,7.6,mxq2,6.0076,9.2996,9.06,8.13,21.957447052001957,8000000000
Llama-2-13b-hf,mxq,5_10,5.1,mxq2,4.6844,6.5018,9.31,8.16,49.0630841255188,13000000000
Meta-Llama-3-8B,mxq,6_83,6.83,mxq2,6.0153,9.3035,8.46,7.53,22.001774787902832,8000000000
Meta-Llama-3-8B,mxq,7_63,7.63,mxq2,6.006,9.2906,9.09,8.16,23.30888676643372,8000000000
Meta-Llama-3-8B,mxq,7_68,7.68,mxq2,6.0022,9.2823,9.13,8.2,23.90609741210937,8000000000
Llama-2-13b-hf,mxq,5_88,5.88,mxq2,4.6688,6.494,10.45,9.3,48.39581108093262,13000000000
Llama-2-7b-hf,mxq,7_76,7.76,mxq2,5.2357,6.9899,7.05,6.34,17.89582633972168,7000000000
Meta-Llama-3-8B,mxq,7_72,7.72,mxq2,6.0038,9.292,9.19,8.26,22.09702754020691,8000000000
Llama-2-7b-hf,mxq,5_16,5.16,mxq2,5.2759,7.0515,5.12,4.38,20.5237340927124,7000000000
Meta-Llama-3-8B,mxq,7_74,7.74,mxq2,6.0006,9.2811,9.18,8.25,23.867166757583615,8000000000
Meta-Llama-3-8B,mxq,6_04,6.04,mxq2,6.0223,9.3285,7.83,6.87,21.45602321624756,8000000000
Meta-Llama-3-8B,mxq,7_57,7.57,mxq2,6.0049,9.2966,9.04,8.11,22.91953945159912,8000000000
Llama-2-7b-hf,mxq,7_62,7.62,mxq2,5.2374,6.9934,6.95,6.23,19.285237550735477,7000000000
Llama-2-13b-hf,mxq,7_56,7.56,mxq2,4.6494,6.4696,12.9,11.78,47.3088366985321,13000000000
Llama-2-7b-hf,mxq,5_20,5.2,mxq2,5.2746,7.0514,5.15,4.41,19.65858101844788,7000000000
Llama-2-13b-hf,mxq,5_04,5.04,mxq2,4.6854,6.5025,9.21,8.06,46.62364554405213,13000000000
Llama-2-7b-hf,mxq,5_88,5.88,mxq2,5.2586,7.0299,5.66,4.92,19.65648412704468,7000000000
Llama-2-13b-hf,mxq,7_68,7.68,mxq2,4.6472,6.4684,13.08,11.95,47.53784322738648,13000000000
Llama-2-7b-hf,mxq,5_14,5.14,mxq2,5.2757,7.0512,5.1,4.36,19.58873414993286,7000000000
Meta-Llama-3-8B,mxq,5_08,5.08,mxq2,6.0535,9.3792,7.05,6.09,21.678075790405277,8000000000
Llama-2-13b-hf,mxq,7_60,7.6,mxq2,4.649,6.4689,12.96,11.84,45.857011795043945,13000000000
Meta-Llama-3-8B,mxq,5_18,5.18,mxq2,6.0513,9.3791,7.13,6.17,21.55056619644165,8000000000
Llama-2-13b-hf,mxq,7_76,7.76,mxq2,4.6461,6.4672,13.19,12.07,43.27605080604553,13000000000
Llama-2-7b-hf,mxq,6_86,6.86,mxq2,5.2461,7.0104,6.38,5.66,18.698930263519287,7000000000
Meta-Llama-3-8B,mxq,6_89,6.89,mxq2,6.0148,9.302,8.49,7.56,22.465340614318848,8000000000
Llama-2-13b-hf,mxq,6_75,6.75,mxq2,4.6587,6.4808,11.73,10.61,51.45095086097717,13000000000
Llama-2-7b-hf,mxq,5_06,5.06,mxq2,5.2773,7.0527,5.04,4.3,19.507778644561768,7000000000
Llama-2-13b-hf,mxq,6_92,6.92,mxq2,4.6565,6.4785,12.03,10.9,48.840221881866455,13000000000
Meta-Llama-3-8B,mxq,5_86,5.86,mxq2,6.0263,9.3328,7.68,6.72,21.603814601898197,8000000000
Llama-2-13b-hf,mxq,5_00,5,mxq2,4.686,6.5027,8,8,50.04755926132202,13000000000
Llama-2-7b-hf,mxq,5_86,5.86,mxq2,5.259,7.0317,5.64,4.91,19.42838191986084,7000000000
Llama-2-7b-hf,mxq,5_02,5.02,mxq2,5.2756,7.053,5.01,4.27,19.654392957687374,7000000000
Llama-2-13b-hf,mxq,5_12,5.12,mxq2,4.6834,6.5027,9.33,8.17,49.11213088035584,13000000000
Llama-2-7b-hf,mxq,6_72,6.72,mxq2,5.2475,7.0121,6.27,5.56,18.748580932617188,7000000000
Meta-Llama-3-8B,mxq,6_87,6.87,mxq2,6.0212,9.3161,8.47,7.54,22.113675594329838,8000000000
Llama-2-13b-hf,mxq,6_86,6.86,mxq2,4.657,6.4802,11.87,10.74,46.65679335594177,13000000000
Llama-2-13b-hf,mxq,7_72,7.72,mxq2,4.6471,6.4678,13.14,12.01,43.9573712348938,13000000000
Meta-Llama-3-8B,mxq,6_75,6.75,mxq2,6.02,9.3097,8.37,7.44,21.745509386062626,8000000000
Llama-2-13b-hf,mxq,6_00,6,mxq2,4.6676,6.4903,10.63,9.47,47.34900975227356,13000000000
Llama-2-13b-hf,mxq,7_62,7.62,mxq2,4.649,6.4688,12.99,11.87,46.21504259109497,13000000000
Llama-2-13b-hf,mxq,5_18,5.18,mxq2,4.6829,6.5022,9.42,8.26,50.85960650444031,13000000000
Llama-2-7b-hf,mxq,5_98,5.98,mxq2,5.2592,7.0269,5.75,5.02,19.30942392349243,7000000000
Meta-Llama-3-8B,mxq,5_92,5.92,mxq2,6.0236,9.3314,7.73,6.77,21.48281145095825,8000000000
Meta-Llama-3-8B,mxq,6_77,6.77,mxq2,6.0178,9.3079,8.39,7.46,21.645708799362183,8000000000
Llama-2-7b-hf,mxq,6_00,6,mxq2,5.2607,7.0283,5.75,5.01,19.27993416786194,7000000000
Llama-2-13b-hf,mxq,5_92,5.92,mxq2,4.6684,6.4934,10.51,9.36,48.14252591133118,13000000000
Llama-2-13b-hf,mxq,6_71,6.71,mxq2,4.6595,6.4817,11.64,10.52,47.33645796775818,13000000000
Llama-2-7b-hf,mxq,5_00,5,mxq2,5.2766,7.0532,4.27,4.27,19.587546348571777,7000000000
Meta-Llama-3-8B,mxq,5_00,5,mxq2,6.0532,9.3803,6.02,6.02,21.893595218658447,8000000000
Llama-2-7b-hf,mxq,6_71,6.71,mxq2,5.2477,7.0123,6.28,5.57,18.528297424316406,7000000000
Llama-2-7b-hf,mxq,7_66,7.66,mxq2,5.236,6.9922,6.98,6.26,17.945961236953735,7000000000
Meta-Llama-3-8B,mxq,7_66,7.66,mxq2,6.0043,9.2941,9.11,8.18,27.38026094436645,8000000000
Llama-2-13b-hf,mxq,7_57,7.57,mxq2,4.6489,6.4689,12.97,11.85,46.53462791442871,13000000000
Llama-2-7b-hf,mxq,6_75,6.75,mxq2,5.2476,7.0121,6.29,5.58,18.54985857009888,7000000000
Meta-Llama-3-8B,mxq,5_02,5.02,mxq2,6.0532,9.3808,7,6.04,21.56413507461548,8000000000
Llama-2-7b-hf,mxq,6_87,6.87,mxq2,5.2457,7.0102,6.38,5.67,18.890921354293823,7000000000
Llama-2-7b-hf,mxq,7_68,7.68,mxq2,5.2354,6.9915,6.99,6.28,17.50517463684082,7000000000
Llama-2-7b-hf,mxq,6_83,6.83,mxq2,5.2457,7.0106,6.35,5.64,19.047003507614136,7000000000
Meta-Llama-3-8B,mxq,6_81,6.81,mxq2,6.0168,9.3071,8.42,7.49,22.49588942527771,8000000000
Llama-2-13b-hf,mxq,5_16,5.16,mxq2,4.6844,6.5018,9.39,8.23,51.94888925552368,13000000000
Llama-2-13b-hf,mxq,5_20,5.2,mxq2,4.6827,6.502,9.46,8.3,53.49170207977295,13000000000
Llama-2-13b-hf,mxq,7_63,7.63,mxq2,4.649,6.4688,13,11.88,45.62868070602417,13000000000
Llama-2-7b-hf,mxq,5_12,5.12,mxq2,5.2763,7.0519,5.09,4.35,19.8666250705719,7000000000
Meta-Llama-3-8B,mxq,5_96,5.96,mxq2,6.0228,9.328,7.76,6.8,22.19820022583008,8000000000
Llama-2-13b-hf,mxq,5_06,5.06,mxq2,4.6835,6.5029,9.24,8.08,45.732778549194336,13000000000
Meta-Llama-3-8B,mxq,6_17,6.17,mxq2,6.0255,9.3334,7.93,6.97,22.93013048171997,8000000000
Meta-Llama-3-8B,mxq,6_13,6.13,mxq2,6.0184,9.3218,7.9,6.94,21.69773030281067,8000000000
Llama-2-13b-hf,mxq,6_43,6.43,mxq2,4.6617,6.4843,11.27,10.11,40.88297891616821,13000000000
Llama-2-7b-hf,mxq,6_51,6.51,mxq2,5.2543,7.0177,6.13,5.4,24.40671682357788,7000000000
Llama-2-13b-hf,mxq,6_61,6.61,mxq2,4.6611,6.4834,11.5,10.38,48.03984093666077,13000000000
Llama-2-13b-hf,mxq,6_03,6.03,mxq2,4.6664,6.4897,10.71,9.55,,13000000000
Llama-2-7b-hf,mxq,6_53,6.53,mxq2,5.252,7.0181,6.15,5.41,24.252538204193115,7000000000
Meta-Llama-3-8B,mxq,6_19,6.19,mxq2,6.0189,9.3196,7.95,6.99,24.800605058670044,8000000000
Llama-2-7b-hf,mxq,6_57,6.57,mxq2,5.2477,7.0146,6.16,5.44,23.827990531921387,7000000000
Meta-Llama-3-8B,mxq,6_21,6.21,mxq2,6.0204,9.319,7.96,7,29.62066912651062,8000000000
Llama-2-13b-hf,mxq,6_65,6.65,mxq2,4.6601,6.4825,11.56,10.43,46.842421531677246,13000000000
Meta-Llama-3-8B,mxq,6_25,6.25,mxq2,6.0267,9.3208,7.97,7.04,22.11001920700073,8000000000
Meta-Llama-3-8B,mxq,6_05,6.05,mxq2,6.0212,9.3245,7.83,6.87,23.453336477279663,8000000000
Meta-Llama-3-8B,mxq,6_37,6.37,mxq2,6.0249,9.3159,8.06,7.13,22.570733785629272,8000000000
Llama-2-13b-hf,mxq,6_15,6.15,mxq2,4.6647,6.4886,10.85,9.7,43.04915261268616,13000000000
Llama-2-7b-hf,mxq,6_39,6.39,mxq2,5.2537,7.0212,6.04,5.31,22.958473443984985,7000000000
Llama-2-7b-hf,mxq,6_45,6.45,mxq2,5.2531,7.02,6.09,5.35,23.5776686668396,7000000000
Llama-2-7b-hf,mxq,6_65,6.65,mxq2,5.2479,7.0134,6.22,5.5,21.540367126464844,7000000000
Llama-2-13b-hf,mxq,6_21,6.21,mxq2,4.6639,6.4876,10.94,9.78,41.25605297088623,13000000000
Meta-Llama-3-8B,mxq,6_15,6.15,mxq2,6.0204,9.3249,7.91,6.95,26.227903127670288,8000000000
Llama-2-13b-hf,mxq,6_63,6.63,mxq2,4.66,6.4825,11.53,10.4,51.91605401039124,13000000000
Meta-Llama-3-8B,mxq,6_33,6.33,mxq2,6.0364,9.3301,8.03,7.1,24.40437388420105,8000000000
Llama-2-7b-hf,mxq,6_47,6.47,mxq2,5.2523,7.0194,6.1,5.37,23.60258746147156,7000000000
Llama-2-7b-hf,mxq,6_09,6.09,mxq2,5.2569,7.0255,5.82,5.08,23.579248666763306,7000000000
Llama-2-7b-hf,mxq,6_13,6.13,mxq2,5.2579,7.0239,5.85,5.11,25.49895691871643,7000000000
Llama-2-13b-hf,mxq,6_11,6.11,mxq2,4.6657,6.489,10.79,9.64,43.13880181312561,13000000000
Meta-Llama-3-8B,mxq,6_47,6.47,mxq2,6.0244,9.3178,8.15,7.21,21.61146068572998,8000000000
Llama-2-7b-hf,mxq,6_69,6.69,mxq2,5.2485,7.0141,6.25,5.53,19.48853874206543,7000000000
Meta-Llama-3-8B,mxq,6_61,6.61,mxq2,6.0215,9.3132,8.26,7.33,26.014561891555783,8000000000
Meta-Llama-3-8B,mxq,6_07,6.07,mxq2,6.0214,9.3248,7.85,6.89,21.678030729293823,8000000000
Llama-2-13b-hf,mxq,6_13,6.13,mxq2,4.6656,6.4888,10.82,9.67,42.97390532493591,13000000000
Meta-Llama-3-8B,mxq,6_11,6.11,mxq2,6.0281,9.3349,7.88,6.92,22.508207082748413,8000000000
Llama-2-13b-hf,mxq,6_49,6.49,mxq2,4.6612,6.4834,11.36,10.2,40.99091172218323,13000000000
Llama-2-7b-hf,mxq,6_15,6.15,mxq2,5.2566,7.0244,5.86,5.13,26.007137298583984,7000000000
Meta-Llama-3-8B,mxq,6_43,6.43,mxq2,6.0233,9.3121,8.11,7.18,22.1263689994812,8000000000
Llama-2-13b-hf,mxq,6_27,6.27,mxq2,4.6632,6.4869,11.03,9.87,40.72089266777039,13000000000
Llama-2-13b-hf,mxq,6_35,6.35,mxq2,4.6628,6.4858,11.15,9.99,41.26778674125672,13000000000
Llama-2-7b-hf,mxq,6_21,6.21,mxq2,5.2549,7.0247,5.91,5.17,23.470106840133667,7000000000
Llama-2-7b-hf,mxq,6_29,6.29,mxq2,5.2545,7.0224,5.97,5.23,22.15794897079468,7000000000
Llama-2-13b-hf,mxq,6_45,6.45,mxq2,4.6614,6.4834,11.33,10.17,,13000000000
Meta-Llama-3-8B,mxq,6_69,6.69,mxq2,6.0196,9.3092,8.32,7.39,29.697371244430546,8000000000
Llama-2-13b-hf,mxq,6_07,6.07,mxq2,4.666,6.4894,10.73,9.58,41.26340532302856,13000000000
Llama-2-13b-hf,mxq,6_09,6.09,mxq2,4.6659,6.4893,10.76,9.61,42.23245668411255,13000000000
Meta-Llama-3-8B,mxq,6_41,6.41,mxq2,6.0267,9.3203,8.1,7.17,21.650339126586918,8000000000
Llama-2-13b-hf,mxq,6_69,6.69,mxq2,4.6599,6.482,11.61,10.49,46.32084965705872,13000000000
Llama-2-13b-hf,mxq,6_19,6.19,mxq2,4.6644,6.4879,10.91,9.75,41.54255795478821,13000000000
Meta-Llama-3-8B,mxq,6_27,6.27,mxq2,6.028,9.3193,7.98,7.05,24.82377791404724,8000000000
Llama-2-7b-hf,mxq,6_43,6.43,mxq2,5.2532,7.0199,6.07,5.34,24.302505254745483,7000000000
Llama-2-7b-hf,mxq,6_41,6.41,mxq2,5.2543,7.0191,6.06,5.32,23.89293384552002,7000000000
Llama-2-13b-hf,mxq,6_59,6.59,mxq2,4.6621,6.4832,11.51,10.39,45.42416024208069,13000000000
Llama-2-7b-hf,mxq,6_25,6.25,mxq2,5.2543,7.0225,5.94,5.2,25.61358904838562,7000000000
Meta-Llama-3-8B,mxq,6_23,6.23,mxq2,6.0203,9.3191,7.98,7.02,,8000000000
Llama-2-7b-hf,mxq,6_49,6.49,mxq2,5.2533,7.02,6.12,5.38,23.66926622390747,7000000000
Llama-2-7b-hf,mxq,6_68,6.68,mxq2,5.2474,7.0129,6.24,5.53,18.623168230056763,7000000000
Meta-Llama-3-8B,mxq,6_35,6.35,mxq2,6.0297,9.324,8.05,7.12,22.2740695476532,8000000000
Meta-Llama-3-8B,mxq,6_57,6.57,mxq2,6.0251,9.314,8.23,7.3,22.460713386535645,8000000000
Llama-2-13b-hf,mxq,6_41,6.41,mxq2,4.6621,6.4844,11.27,10.11,42.46510314941406,13000000000
Llama-2-7b-hf,mxq,6_63,6.63,mxq2,5.2478,7.0137,6.2,5.49,23.32294535636902,7000000000
Llama-2-13b-hf,mxq,6_47,6.47,mxq2,4.661,6.4841,11.33,10.17,40.20678114891052,13000000000
Llama-2-13b-hf,mxq,6_68,6.68,mxq2,4.6603,6.4817,11.6,10.48,,13000000000
Llama-2-7b-hf,mxq,6_33,6.33,mxq2,5.2551,7.022,6,5.26,23.536144733428955,7000000000
Llama-2-13b-hf,mxq,6_53,6.53,mxq2,4.6605,6.4831,11.41,10.26,47.275832176208496,13000000000
Llama-2-7b-hf,mxq,6_59,6.59,mxq2,5.2492,7.015,6.17,5.46,22.223248958587646,7000000000
Llama-2-13b-hf,mxq,6_05,6.05,mxq2,4.6662,6.4897,10.71,9.55,40.876850605010986,13000000000
Llama-2-7b-hf,mxq,6_27,6.27,mxq2,5.2544,7.0221,5.95,5.21,,7000000000
Llama-2-7b-hf,mxq,6_31,6.31,mxq2,5.2561,7.0211,5.98,5.25,23.40264344215393,7000000000
Meta-Llama-3-8B,mxq,6_39,6.39,mxq2,6.0355,9.3291,8.08,7.15,24.07836151123047,8000000000
Llama-2-13b-hf,mxq,6_55,6.55,mxq2,4.6615,6.4827,11.44,10.32,47.41357588768005,13000000000
Meta-Llama-3-8B,mxq,6_31,6.31,mxq2,6.0257,9.3162,8.02,7.08,21.799571752548218,8000000000
Llama-2-7b-hf,mxq,6_55,6.55,mxq2,5.252,7.0178,6.16,5.43,25.579577922821045,7000000000
Llama-2-13b-hf,mxq,6_57,6.57,mxq2,4.6613,6.4838,11.44,10.32,48.70770192146301,13000000000
Meta-Llama-3-8B,mxq,6_63,6.63,mxq2,6.0223,9.3111,8.28,7.34,32.62412476539612,8000000000
Meta-Llama-3-8B,mxq,6_53,6.53,mxq2,6.0235,9.3147,8.19,7.26,21.89174175262451,8000000000
Llama-2-7b-hf,mxq,6_35,6.35,mxq2,5.2542,7.0218,6.01,5.28,23.822951555252075,7000000000
Llama-2-13b-hf,mxq,6_17,6.17,mxq2,4.6644,6.4882,10.88,9.72,41.66511559486389,13000000000
Llama-2-7b-hf,mxq,6_61,6.61,mxq2,5.2481,7.0141,6.19,5.47,22.252615690231323,7000000000
Llama-2-7b-hf,mxq,6_23,6.23,mxq2,5.2556,7.0216,5.94,5.2,24.29988169670105,7000000000
Llama-2-13b-hf,mxq,6_51,6.51,mxq2,4.6611,6.4833,11.38,10.23,47.42530488967896,13000000000
Llama-2-13b-hf,mxq,6_23,6.23,mxq2,4.6632,6.4872,10.97,9.81,40.49730682373047,13000000000
Meta-Llama-3-8B,mxq,6_51,6.51,mxq2,6.0235,9.3155,8.18,7.25,23.38687777519226,8000000000
Meta-Llama-3-8B,mxq,6_09,6.09,mxq2,6.0223,9.3269,7.87,6.91,21.811362504959103,8000000000
Meta-Llama-3-8B,mxq,6_65,6.65,mxq2,6.02,9.3116,8.29,7.36,23.72496223449707,8000000000
Llama-2-7b-hf,mxq,6_19,6.19,mxq2,5.2561,7.0244,5.89,5.16,23.7013635635376,7000000000
Llama-2-13b-hf,mxq,6_25,6.25,mxq2,4.6634,6.487,11,9.84,40.478312492370605,13000000000
Meta-Llama-3-8B,mxq,6_68,6.68,mxq2,6.0187,9.3106,8.32,7.39,23.753955841064453,8000000000
Meta-Llama-3-8B,mxq,6_49,6.49,mxq2,6.0197,9.3095,8.16,7.23,22.288695335388184,8000000000
Meta-Llama-3-8B,mxq,6_45,6.45,mxq2,6.0349,9.328,8.13,7.2,26.3365170955658,8000000000
Llama-2-7b-hf,mxq,6_07,6.07,mxq2,5.2577,7.0265,5.8,5.07,24.80626630783081,7000000000
Llama-2-7b-hf,mxq,6_11,6.11,mxq2,5.2581,7.027,5.83,5.1,24.015952348709103,7000000000
Llama-2-13b-hf,mxq,6_39,6.39,mxq2,4.6624,6.4852,11.21,10.05,42.11790657043457,13000000000
Llama-2-7b-hf,mxq,6_17,6.17,mxq2,5.2561,7.0242000000000004,5.88,5.14,25.667489767074585,7000000000
Llama-2-13b-hf,mxq,6_37,6.37,mxq2,4.6621,6.4844,11.27,10.11,40.69702291488648,13000000000
Llama-2-13b-hf,mxq,6_29,6.29,mxq2,4.6629,6.4868,11.06,9.9,41.20186710357666,13000000000
Llama-2-7b-hf,mxq,6_05,6.05,mxq2,5.2595,7.027,5.79,5.05,24.817551374435425,7000000000
Meta-Llama-3-8B,mxq,6_59,6.59,mxq2,6.0223,9.3125,8.24,7.31,22.284267902374268,8000000000
Meta-Llama-3-8B,mxq,6_55,6.55,mxq2,6.0262,9.3151,8.21,7.28,22.58908176422119,8000000000
Meta-Llama-3-8B,mxq,6_29,6.29,mxq2,6.0326,9.3305,8,7.07,21.697081089019772,8000000000
Llama-2-7b-hf,mxq,6_03,6.03,mxq2,5.2586,7.0262,5.77,5.04,24.330801725387573,7000000000
Meta-Llama-3-8B,mxq,6_03,6.03,mxq2,6.0233,9.3289,7.82,6.86,21.86263394355774,8000000000
Llama-2-7b-hf,mxq,6_37,6.37,mxq2,5.2538,7.0209,6.03,5.29,23.21137380599976,7000000000
Llama-2-13b-hf,mxq,6_33,6.33,mxq2,4.6626,6.4866,11.12,9.96,40.69988703727722,13000000000
Llama-2-13b-hf,mxq,6_31,6.31,mxq2,4.6627,6.4867,11.09,9.93,41.30996322631836,13000000000
Llama-2-13b-hf,mxq,5_54,5.54,mxq2,4.6775,6.4957,9.95,8.79,49.31647300720215,13000000000
Llama-2-13b-hf,mxq,5_30,5.3,mxq2,4.6826,6.5008,9.6,8.44,50.00987195968628,13000000000
Llama-2-7b-hf,mxq,4_39,4.39,mxq2,5.3019,7.0924,4.53,3.8,25.628430366516117,7000000000
Llama-2-13b-hf,mxq,7_01,7.01,mxq2,4.6542,6.4764,12.12,11,48.17560935020447,13000000000
Llama-2-13b-hf,mxq,5_52,5.52,mxq2,4.6788,6.4974,9.92,8.76,49.76578426361084,13000000000
Meta-Llama-3-8B,mxq,4_93,4.93,mxq2,6.0555,9.3822,6.92,5.96,21.183979988098145,8000000000
Llama-2-7b-hf,mxq,5_42,5.42,mxq2,5.2704,7.0446,5.31,4.58,23.909502029418945,7000000000
Llama-2-7b-hf,mxq,6_96,6.96,mxq2,5.2446,7.0085,6.45,5.74,18.35683536529541,7000000000
Llama-2-13b-hf,mxq,7_19,7.19,mxq2,4.6531,6.4756,12.35,11.23,48.2488226890564,13000000000
Llama-2-7b-hf,mxq,7_26,7.26,mxq2,5.2415,7.002,6.68,5.96,18.305686235427856,7000000000
Meta-Llama-3-8B,mxq,5_42,5.42,mxq2,6.0463,9.3688,7.32,6.36,21.39477300643921,8000000000
Meta-Llama-3-8B,mxq,5_60,5.6,mxq2,6.0406,9.3561,7.47,6.51,21.542166233062744,8000000000
Meta-Llama-3-8B,mxq,4_87,4.87,mxq2,6.0654,9.4027,6.87,5.91,22.280656099319454,8000000000
Llama-2-7b-hf,mxq,7_50,7.5,mxq2,5.2375,6.9952,6.86,6.14,17.55693507194519,7000000000
Llama-2-7b-hf,mxq,7_14,7.14,mxq2,5.2423,7.005,6.59,5.87,18.3657546043396,7000000000
Meta-Llama-3-8B,mxq,4_83,4.83,mxq2,6.0735,9.4189,6.84,5.88,22.990070819854736,8000000000
Llama-2-13b-hf,mxq,5_70,5.7,mxq2,4.6714,6.4949,10.19,9.03,48.843918323516846,13000000000
Llama-2-13b-hf,mxq,5_26,5.26,mxq2,4.683,6.5018,9.54,8.38,51.51307415962219,13000000000
Llama-2-7b-hf,mxq,4_93,4.93,mxq2,5.2778,7.0546,4.94,4.21,25.59981203079224,7000000000
Meta-Llama-3-8B,mxq,7_19,7.19,mxq2,6.0041,9.3032,8.73,7.8,28.370368480682373,8000000000
Meta-Llama-3-8B,mxq,5_44,5.44,mxq2,6.0448,9.3655,7.34,6.38,21.47695994377136,8000000000
Meta-Llama-3-8B,mxq,7_44,7.44,mxq2,6.0009,9.293,8.93,8,22.628000497817997,8000000000
Meta-Llama-3-8B,mxq,7_41,7.41,mxq2,6.0029,9.2926,8.93,8,21.850175380706787,8000000000
Llama-2-7b-hf,mxq,4_81,4.81,mxq2,5.2793,7.0574,4.85,4.12,28.86678671836853,7000000000
Llama-2-7b-hf,mxq,7_16,7.16,mxq2,5.242,7.0042,6.6,5.89,18.226997137069706,7000000000
Llama-2-7b-hf,mxq,5_44,5.44,mxq2,5.2697,7.0439,5.33,4.59,25.71676087379456,7000000000
Meta-Llama-3-8B,mxq,5_26,5.26,mxq2,6.0509,9.379,7.19,6.23,21.556044101715088,8000000000
Llama-2-13b-hf,mxq,4_93,4.93,mxq2,4.6863,6.5033,9.05,7.89,70.84733772277832,13000000000
Llama-2-13b-hf,mxq,5_80,5.8,mxq2,4.67,6.4948,10.34,9.18,50.03610062599182,13000000000
Llama-2-7b-hf,mxq,5_48,5.48,mxq2,5.2696,7.0421,5.36,4.62,25.350111722946167,7000000000
Llama-2-13b-hf,mxq,7_44,7.44,mxq2,4.6504,6.4712,12.78,11.66,46.96999645233154,13000000000
Llama-2-13b-hf,mxq,6_95,6.95,mxq2,4.6549,6.4776,12.03,10.91,49.46874260902405,13000000000
Llama-2-13b-hf,mxq,4_65,4.65,mxq2,4.6907,6.5094,8.64,7.48,50.80217742919922,13000000000
Llama-2-13b-hf,mxq,4_39,4.39,mxq2,4.695,6.5211,8.25,7.1,52.7899603843689,13000000000
Llama-2-13b-hf,mxq,5_36,5.36,mxq2,4.6826,6.5004,9.69,8.53,50.82804775238037,13000000000
Llama-2-7b-hf,mxq,5_68,5.68,mxq2,5.2658,7.0355,5.51,4.77,25.674433946609497,7000000000
Llama-2-13b-hf,mxq,7_48,7.48,mxq2,4.6504,6.4712,12.78,11.66,47.635294914245605,13000000000
Meta-Llama-3-8B,mxq,5_58,5.58,mxq2,6.0411,9.3569,7.45,6.49,21.98940086364746,8000000000
Llama-2-7b-hf,mxq,5_38,5.38,mxq2,5.2714,7.0477,5.28,4.55,24.46316957473755,7000000000
Llama-2-13b-hf,mxq,5_74,5.74,mxq2,4.671,6.4955,10.25,9.09,49.56825613975525,13000000000
Llama-2-13b-hf,mxq,5_38,5.38,mxq2,4.6807,6.499,9.72,8.57,54.57664918899536,13000000000
Llama-2-7b-hf,mxq,6_98,6.98,mxq2,5.2445,7.0079,6.47,5.75,18.454780340194706,7000000000
Llama-2-7b-hf,mxq,7_53,7.53,mxq2,5.2371,6.9944,6.88,6.17,17.773108959197998,7000000000
Meta-Llama-3-8B,mxq,5_84,5.84,mxq2,6.0271,9.3356,7.66,6.7,21.90815305709839,8000000000
Llama-2-13b-hf,mxq,4_77,4.77,mxq2,4.6895,6.505,8.81,7.66,51.22358536720276,13000000000
Llama-2-7b-hf,mxq,5_62,5.62,mxq2,5.2674,7.0362,5.46,4.73,25.617060899734497,7000000000
